epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,18756.3,0.57991,0.37047,0.98324,0.9927,0.99313,0.9934,0.86579,0.52074,0.22642,0.96057,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,18934.3,0.57957,0.36931,0.98629,0.99394,0.99503,0.99401,0.86705,0.52035,0.2243,0.95943,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,19106,0.58146,0.3689,0.98663,0.99407,0.99488,0.99395,0.86658,0.51823,0.22252,0.95899,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,19278.1,0.57896,0.36785,0.98417,0.99371,0.99481,0.99364,0.86676,0.51829,0.22316,0.95834,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,19453,0.5789,0.36969,0.98759,0.99366,0.99479,0.99412,0.86738,0.5179,0.22282,0.95634,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,19629.5,0.57718,0.36642,0.98202,0.99366,0.99528,0.99414,0.86742,0.51854,0.2223,0.95841,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,19811.2,0.5771,0.36702,0.98461,0.99361,0.9959,0.99415,0.86751,0.5186,0.22191,0.95933,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,19984.9,0.57799,0.36867,0.98364,0.99424,0.99542,0.99391,0.8662,0.51892,0.22058,0.95899,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,20159.3,0.57433,0.36275,0.98451,0.99416,0.99526,0.99394,0.86623,0.52102,0.22163,0.9599,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,20330,0.57782,0.3646,0.98318,0.99391,0.9956,0.99397,0.86658,0.52107,0.22182,0.95974,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,20508.5,0.57749,0.36395,0.98425,0.99385,0.99502,0.99392,0.86587,0.52269,0.222,0.96192,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,20680.7,0.57819,0.36642,0.98592,0.99371,0.99495,0.99382,0.86557,0.52088,0.22146,0.96251,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,20858.6,0.57861,0.36592,0.98436,0.99371,0.99501,0.99394,0.86625,0.52042,0.22102,0.96141,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,21030.9,0.57657,0.3653,0.98252,0.9942,0.99514,0.994,0.86658,0.52011,0.22105,0.95995,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,21200.2,0.57298,0.36215,0.985,0.99375,0.99546,0.99408,0.86649,0.52017,0.22143,0.95928,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,21374.9,0.57953,0.3646,0.98499,0.99387,0.99408,0.99392,0.86751,0.51742,0.22093,0.95766,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,21552.1,0.57766,0.36447,0.98272,0.99397,0.99461,0.99391,0.86751,0.51757,0.22066,0.95739,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,21737.4,0.57227,0.36207,0.9806,0.99416,0.99508,0.99379,0.86791,0.51636,0.21982,0.95753,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,21908.7,0.57731,0.3634,0.98509,0.99349,0.99534,0.99363,0.86785,0.51797,0.21933,0.95795,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,22086.3,0.57553,0.36315,0.98469,0.99362,0.9953,0.99366,0.86833,0.51667,0.21772,0.9572,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
