epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
125,5930.19,0.58069,0.36415,0.99444,0.99373,0.99511,0.9937,0.86888,0.50693,0.21736,0.96494,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,6020.7,0.57946,0.36187,0.99111,0.99301,0.99507,0.99348,0.86888,0.50594,0.21748,0.96334,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,6115.74,0.57796,0.36239,0.99384,0.99357,0.99514,0.99366,0.86917,0.50572,0.21616,0.96417,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,6203.45,0.57706,0.36672,0.99087,0.99351,0.99462,0.99348,0.86958,0.50573,0.21625,0.96532,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,6288.63,0.57729,0.35975,0.9941,0.99343,0.99497,0.99361,0.87027,0.5048,0.21598,0.96448,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,6377.12,0.57407,0.36088,0.98919,0.99337,0.99501,0.9937,0.87044,0.5042,0.21618,0.96341,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,6464.28,0.57473,0.35935,0.99259,0.99368,0.99485,0.99367,0.87018,0.5048,0.21629,0.96471,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,6551.06,0.57373,0.35861,0.99139,0.99343,0.99486,0.9937,0.86962,0.50564,0.21697,0.96753,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,6641.97,0.57756,0.36178,0.99333,0.99349,0.99484,0.99357,0.87061,0.50583,0.21678,0.96616,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,6736.11,0.57227,0.35816,0.99225,0.99333,0.99487,0.9933,0.86942,0.50719,0.21715,0.96682,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,6824.44,0.5772,0.35997,0.99241,0.99345,0.99462,0.99326,0.86931,0.50848,0.21604,0.96596,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,6912.53,0.57309,0.35684,0.98905,0.99318,0.99459,0.99323,0.86869,0.50831,0.21644,0.96606,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,7001.97,0.57385,0.35912,0.99268,0.99382,0.99497,0.99387,0.86871,0.50813,0.21568,0.96586,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,7089.94,0.57402,0.35695,0.99168,0.99365,0.99459,0.99374,0.86873,0.50739,0.21541,0.96591,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,7180.06,0.57005,0.35728,0.9864,0.99323,0.9944,0.99388,0.86963,0.5068,0.21509,0.96474,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
