epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,21463.6,0.49287,0.28483,0.94597,0.99411,0.99621,0.99388,0.86776,0.51029,0.19997,0.97033,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,21666.4,0.49454,0.28692,0.94624,0.99475,0.99606,0.99407,0.86822,0.51147,0.19934,0.97046,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,21861.9,0.49182,0.28284,0.946,0.99527,0.99642,0.99407,0.86698,0.51344,0.19937,0.97142,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,22054.3,0.49463,0.28379,0.94612,0.99503,0.99682,0.99409,0.86675,0.51495,0.19852,0.97251,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,22250.3,0.4935,0.28345,0.94493,0.99455,0.99712,0.99395,0.86574,0.51636,0.19955,0.97256,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,22438.5,0.49408,0.28359,0.94695,0.99491,0.99659,0.99407,0.86698,0.51627,0.19921,0.97357,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,22627.9,0.49388,0.28446,0.94642,0.99471,0.99674,0.99391,0.86672,0.51565,0.19992,0.97415,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,22818.6,0.49221,0.28386,0.94561,0.99441,0.99642,0.9939,0.86724,0.51503,0.19948,0.97441,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,23015.5,0.48708,0.28111,0.94452,0.99412,0.99677,0.99389,0.86618,0.51517,0.19919,0.97454,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,23214,0.49265,0.28333,0.94741,0.99437,0.99686,0.99385,0.86639,0.51494,0.19949,0.97618,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,23407.2,0.4924,0.28338,0.94708,0.99422,0.99703,0.99388,0.867,0.51512,0.19983,0.9778,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,23600.5,0.48452,0.27823,0.9416,0.99406,0.99709,0.99389,0.86749,0.51478,0.19974,0.97833,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,23791.2,0.48913,0.28014,0.94323,0.99408,0.9971,0.99365,0.86779,0.51509,0.19945,0.97744,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,23979.9,0.48561,0.27787,0.94271,0.99435,0.99702,0.99365,0.8669,0.51538,0.19909,0.97599,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,24166.9,0.48219,0.27822,0.93981,0.9942,0.99713,0.99373,0.8667,0.51517,0.19857,0.97554,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,24354.8,0.48651,0.2792,0.94719,0.99424,0.99708,0.99366,0.86679,0.51501,0.19861,0.97557,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,24545.1,0.48392,0.27786,0.94148,0.99437,0.99744,0.9938,0.86751,0.51508,0.19838,0.97609,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,24733.7,0.4828,0.27618,0.94008,0.99422,0.99713,0.99359,0.86762,0.51415,0.19821,0.97557,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,24928.5,0.48395,0.27541,0.94204,0.9941,0.99678,0.99368,0.86804,0.51347,0.19797,0.97508,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,25120.3,0.48031,0.27545,0.93986,0.99409,0.99671,0.99381,0.86846,0.51401,0.19765,0.97538,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,25311.9,0.48347,0.27578,0.94145,0.99449,0.99684,0.99374,0.86778,0.51375,0.19782,0.97508,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,25508.1,0.482,0.27545,0.94108,0.99451,0.99714,0.99399,0.86878,0.51322,0.19745,0.975,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,25708,0.47825,0.27408,0.93855,0.99461,0.99738,0.99402,0.86815,0.51323,0.19718,0.97481,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,25920.3,0.47712,0.27416,0.93911,0.99399,0.99714,0.99367,0.86797,0.5132,0.197,0.97424,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,26132.1,0.47731,0.27318,0.93785,0.99377,0.99699,0.99377,0.86847,0.51313,0.19675,0.97396,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,26329.4,0.47619,0.27267,0.93714,0.99378,0.9968,0.99375,0.86835,0.51336,0.19722,0.97436,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,26530.4,0.47925,0.27258,0.93988,0.99381,0.9969,0.99374,0.86787,0.51345,0.19722,0.97471,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,26727.8,0.47666,0.27193,0.93785,0.9937,0.99704,0.99382,0.86779,0.51415,0.19679,0.97546,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,26938.4,0.47256,0.27061,0.93476,0.99408,0.99727,0.99382,0.86747,0.51436,0.19722,0.9762,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,27131,0.4774,0.27244,0.93771,0.99403,0.99701,0.99377,0.86778,0.51448,0.19707,0.97598,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,27339.1,0.47633,0.27102,0.93553,0.99419,0.99688,0.99377,0.86789,0.51436,0.19688,0.97557,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,27546.4,0.47522,0.27175,0.93401,0.99368,0.99697,0.99377,0.86807,0.51419,0.19699,0.97517,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,27749.7,0.4685,0.26779,0.93342,0.99376,0.99678,0.99379,0.86802,0.51442,0.19654,0.97566,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,27954.3,0.47223,0.26955,0.93381,0.99374,0.99668,0.9938,0.8682,0.51462,0.19608,0.97579,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
